Номер        Фамилия            Имя       Отчество              Номер тел.              Дата рож.            Пол                         Город                 Паспорт                   ОМС                  ИНН          Доход           Профессия      Наличие кредитов                 СНИЛС         Образование       Соц. класс                    Адрес
68076       Бочкарёв        Василий     Алексеевич            +79881964530             25.13.1977        Мужчина                   Владивосток             4573_123437           53954301060         303740953325      30.000руб             Дантист            Нет              №839-112-819-15              Высшее        Средний            ул.Кремлёвская_д.7_к.87
52941        Голубев           Егор  Владиславович            +79611621735             25.06.1971        Мужчина                        Самара             4694_106445           55185891605         704761197890      65.000руб       Администратор           Есть              №603-227-382-46        Докторантура         Высший            ул.Садовая_д.17_к.4
99628     Плотникова        Валерия  Святославовна            +79346671181             09.10.1988        Женщина                    Новосибирс             7886_257483           12534461320         692002146000      85.000руб            Психолог           Есть              №442-733-586-94         Аспирантура        Средний            ул.Авиационная_д.12_к.34
65663      Мельников           Илья     Васильевич            +79495208960             10.10.1988        Мужчина                   Екатерибург             7881_162277           74184862777         747093240260      75.000руб             Инженер            Нет              №220-602-643-35             Среднее         Высший            ул.Октябрьская_д.11_к.52
79477          Орлов      Станислав      Федотович            +79275476336             04.05.1988        Мужчина                    Красноярск             0487_604887           78785745268         354833887467      95.000руб             Инженер           Есть              №801-521-445-39             Среднее        Средний            ул.Заречная_д.14_к.100
64147        Козлова        Евгения  Святославовна            +79155361844             20.01.1981        Женщина                     Волгоград             4086_800566           96438810926         885033528041      50.000руб           Ветеринар           Есть              №315-124-728-17             Среднее         Высший            ул.Садовая_д.4_к.71
56853        Романов         Сергей      Денисович            +79664416783             01.13.1984        Мужчина                   Екатерибург             6990_479021           72143282266         145485675626      70.000руб             Средний            Нет              №853-543-926-72         Аспирантура         Низший            ул.Соколиная_д.10_к.42
74272        Телегин         Михаил      Филатович            +79544298667             06.02.1982        Мужчина                     Краснодар             4089_413321           79092278719         909154505561      55.000руб            Аналитик           Есть              №770-504-646-62             Среднее         Высший            ул.Молостовых_д.13_к.50
75745        Соболев         Степан   Владимирович            +79405826995             03.03.1971        Мужчина                     Краснодар             4094_531439           70823151547         426790398498      95.000руб         Разработчик           Есть              №327-462-985-90        Докторантура         Высший            ул.Авиационная_д.19_к.55
54160        Лебедев       Владимир    Григорьевич            +79821235926             05.06.1977        Мужчина                    Красноярск             0481_664136           16975154671         822079225219      90.000руб                Врач           Есть              №336-212-837-15             Среднее         Низший            ул.Молостовых_д.11_к.18
85291        Сидоров           Егор  Вячеславоваич            +79163275254             23.09.1982        Мужчина                Ростов-на-Дону             4689_780932           14522954236         481022493946      30.000руб            Аналитик            Нет              №402-990-434-24         Аспирантура         Высший            ул.Авангардская_д.19_к.24
83107         Ларина        Евгения    Прокопьевна            +79958994733             08.09.1978        Женщина                Ростов-на-Дону             7887_486566           66674378655         828908356670      70.000руб          Стоматолог            Нет              №842-545-427-66         Аспирантура         Высший            ул.Пушкина_д.5_к.49
65869      Богатырёв         Максим    Евстафьевич            +79227087263             05.13.1990        Мужчина                     Волгоград             0384_296336           80259393892         609281113258     100.000руб            Аналитик            Нет              №874-931-473-66        Докторантура         Высший            ул.Соколиная_д.16_к.14
55110       Бочкарёв         Виктор    Григорьевич            +79924782292             08.01.1990        Мужчина                       Воронеж             6986_326771           33085434636         636756110826      70.000руб            Психолог           Есть              №813-384-100-90        Докторантура         Низший            ул.Заводская_д.14_к.53
76913       Воронина        Надежда      Платонова            +79575883189             19.10.1979        Женщина                     Волгоград             7887_523870           41488851670         666101440503      35.000руб            Аналитик            Нет              №600-285-382-29         Аспирантура        Средний            ул.Каширская_д.20_к.8
95613         Волков       Владимир      Федотович            +79961732101             04.04.1988        Мужчина                     Волгоград             0383_698580           44423785217         708983604985      60.000руб       Администратор            Нет              №703-173-448-62              Высшее         Низший            ул.Заречная_д.12_к.58
61364     Золотарёва        Татьяна    Прокопьевна            +79907372088             28.05.1983        Женщина                           Уфа             7580_793096           53886504765         204940896963      75.000руб             Средний           Есть              №386-405-773-22              Высшее        Средний            ул.Авиационная_д.7_к.77
48880       Цветаева        Наталья       Романова            +79831099547             06.13.1972        Женщина                        Казань             0483_881056           33686346341         495668832269      50.000руб           Ветеринар           Есть              №260-520-646-88             Среднее         Низший            ул.Авиационная_д.11_к.47
91410       Воронина        Наталья      Патаповна            +79293856767             06.03.1982        Женщина               Санкт-Петербург             4596_209586           18517789784         184989525456      10.000руб             Средний            Нет              №413-219-206-44        Докторантура         Низший            ул.Пушкина_д.7_к.72
52640        Крылова        Татьяна     Степановна            +79776390264             18.02.1995        Женщина                          Сочи             7595_986273           98848088563         970731491501      75.000руб         Программист           Есть              №719-846-309-21        Докторантура         Высший            ул.Арбатская_д.15_к.84
49906       Цветаева          Ирина    Спиридонова            +79217380506             08.08.1993        Женщина                   Владивосток             7875_102760           24954779257         408074733823      10.000руб           Ветеринар            Нет              №313-671-452-99             Среднее         Низший            ул.Октябрьская_д.5_к.80
94184       Сахарова          Софья      Тарасовна            +79305541690             01.12.1983        Женщина                     Волгоград             0484_137269           83063346948         486895555334      35.000руб             Инженер            Нет              №665-685-972-37              Высшее         Высший            ул.Арбатская_д.18_к.54
92677      Богатырёв        Николай     Алексеевич            +79165117210             11.10.1972        Мужчина                     Краснодар             6979_184753           18886421766         324218869804      85.000руб             Средний            Нет              №616-217-413-19             Среднее         Высший            ул.Земельная_д.7_к.65
55024        Боброва          Дарья  Святославовна            +79202652204             04.13.1979        Женщина                        Самара             4592_872931           41918333903         500070276051      45.000руб             Средний           Есть              №593-708-143-40         Аспирантура         Низший            ул.Автозаводская_д.17_к.6
90615        Князева          Мария     Трофимовна            +79789752665             12.02.1978        Женщина                        Тюмень             4093_543709           29395416485         547092843002      50.000руб            Психолог           Есть              №926-726-867-57              Высшее         Высший            ул.Октябрьская_д.17_к.20
91661  Воскресенская        Татьяна  Севастьяновна            +79515601487             01.02.1975        Женщина               Санкт-Петербург             7575_182925           42138217715         514060589455      50.000руб            Психолог           Есть              №333-376-667-49             Среднее         Низший            ул.Каширская_д.4_к.13
91779       Цветаева        Надежда     Радионовна            +79698001330             28.10.1990        Женщина                        Москва             7591_441924           50679699334         181500413004     100.000руб             Средний           Есть              №219-405-229-34         Аспирантура         Низший            ул.Автозаводская_д.4_к.55
99591         Быкова      Маргорита       Романова            +79831173264             18.11.1989        Женщина                           Уфа             4690_103317           70748765284         742942342184      50.000руб         Разработчик            Нет              №467-263-976-54             Среднее        Средний            ул.Соколиная_д.10_к.66
61628         Павлов           Олег      Андреевич            +79742313266             26.12.1992        Мужчина                          Сочи             4076_908908           21892513278         653874991465      65.000руб             Средний            Нет              №305-132-715-90         Аспирантура         Высший            ул.Авангардская_д.20_к.64
60672      Чеснокова          Мария      Патаповна            +79802671226             10.13.1980        Женщина                       Саратов             4683_233886           66648503368         764186402059      95.000руб            Психолог           Есть              №100-196-934-41              Высшее         Низший            ул.Зубовская_д.20_к.90
47968          Орлов          Артём       Глебович            +79104291686             08.04.1976        Мужчина                    Красноярск             4088_336176           30599619027         400028794013      30.000руб       Администратор           Есть              №123-341-704-45        Докторантура        Средний            ул.Авангардская_д.12_к.5
53787       Воронцов         Никита  Владиславович            +79756219158             26.04.1976        Мужчина                        Казань             4694_960706           60982296269         159848982223        5000руб             Средний           Есть              №157-804-824-46             Среднее         Низший            ул.Зубовская_д.14_к.83
85607        Алмазов         Никита   Владимирович            +79898977814             03.03.1975        Мужчина               Нижний Новгород             4077_321174           21162013587         501192386634      80.000руб           Ветеринар            Нет              №161-367-144-28              Высшее         Высший            ул.Есенина_д.15_к.25
65286       Цветаева          Ольга      Семёновна            +79553806680             26.02.1976        Женщина                     Краснодар             7884_576819           44954190656         161354706612      20.000руб           Фармацевт           Есть              №685-424-104-52              Высшее        Средний            ул.Садовая_д.19_к.3
69671        Галкина          Мария      Тимуровна            +79476597118             21.04.1973        Женщина                     Волгоград             7882_189630           59723536434         275193910785      70.000руб                Врач           Есть              №658-534-374-50         Аспирантура         Высший            ул.Пушкина_д.13_к.96
60819         Белова          Лидия     Прохоровна            +79287589194             19.02.1980        Женщина                        Тюмень             4689_660826           88498667530         228885313769     100.000руб         Программист            Нет              №411-728-333-49         Аспирантура         Высший            ул.Садовая_д.8_к.69
76899      Чеснокова        Татьяна     Радионовна            +79827026462             09.01.1978        Женщина                Ростов-на-Дону             4695_395897           49369735055         706463838100      25.000руб             Средний           Есть              №745-615-965-67         Аспирантура         Низший            ул.Есенина_д.4_к.95
96777        Голубев           Илья      Донатович            +79611855732             08.11.1996        Мужчина                Ростов-на-Дону             6973_493354           22081428428         795108876650      65.000руб            Аналитик            Нет              №885-608-480-87              Высшее         Высший            ул.Авангардская_д.18_к.88
90542     Плотникова          Дарья    Прокопьевна            +79356297063             04.05.1991        Женщина                        Самара             0492_526760           53321957607         121707990015      95.000руб       Администратор           Есть              №777-902-703-19         Аспирантура         Высший            ул.Арбатская_д.2_к.72
55737        Морозов           Илья  Иннокентиевич            +79747725301             24.04.1973        Мужчина                        Тюмень             0492_656702           78622927114         616711529240      25.000руб             Инженер           Есть              №693-924-666-77        Докторантура         Высший            ул.Авангардская_д.19_к.77
74493        Чернова         Анжела     Радионовна            +79166733427             03.03.1984        Женщина                        Тюмень             7583_299252           27868554817         599836763941      70.000руб           Фармацевт           Есть              №689-510-618-70        Докторантура        Средний            ул.Автозаводская_д.1_к.72
99497        Лебедев          Фёдор   Владимирович            +79854485353             28.13.1996        Мужчина                     Краснодар             0393_578746           34969311684         749036976454      25.000руб            Психолог           Есть              №613-222-754-26             Среднее         Высший            ул.Пушкина_д.14_к.51
89063        Галкина          София       Павловна            +79303216750             03.07.1975        Женщина               Санкт-Петербург             4693_864391           82811863417         557663717253      20.000руб           Ветеринар           Есть              №570-340-143-80        Докторантура         Высший            ул.Садовая_д.4_к.37
92120        Морозов         Степан     Алексеевич            +79101328956             08.10.1995        Мужчина                   Екатерибург             4577_319549           99415906878         528128676478      50.000руб           Ветеринар            Нет              №923-223-760-64         Аспирантура         Высший            ул.Земельная_д.5_к.33
46564       Цветаева        Татьяна       Павловна            +79167761149             17.13.1976        Женщина                   Владивосток             4079_960412           44777723880         237783626898      65.000руб          Стоматолог           Есть              №669-924-739-68             Среднее        Средний            ул.Автозаводская_д.15_к.33
56687         Белова     Александра  Станиславовна            +79594074019             24.09.1995        Женщина                     Волгоград             0380_300454           77859753578         475782216510      70.000руб             Дантист           Есть              №922-347-535-60              Высшее         Высший            ул.Соколиная_д.7_к.65
58539        Крылова          Ольга  Севастьяновна            +79648918443             27.05.1989        Женщина                        Тюмень             0489_497404           85562099482         427376796274      60.000руб            Психолог            Нет              №265-643-182-76             Среднее         Высший            ул.Октябрьская_д.14_к.18
98247         Волков          Фёдор  Вячеславоваич            +79921662719             24.08.1981        Мужчина                        Москва             4673_797767           73919191553         648888897880      65.000руб             Средний           Есть              №853-714-337-62         Аспирантура         Низший            ул.Есенина_д.17_к.52
99587     Золотарёва        Татьяна Сильвесторовна            +79542658632             13.12.1983        Женщина                   Владивосток             4087_236782           49697690758         598863182094      70.000руб         Программист           Есть              №451-862-988-36             Среднее        Средний            ул.Октябрьская_д.3_к.48
81334  Воскресенская           Вера  Севастьяновна            +79236460892             05.01.1974        Женщина                       Воронеж             7876_384772           10503987211         735340483706      85.000руб                Врач           Есть              №265-634-378-74             Среднее         Низший            ул.Соколиная_д.4_к.73
58546     Золотарёва      Елизавета      Семёновна            +79525652519             04.08.1984        Женщина                     Краснодар             0395_267823           68219196952         122950245545      25.000руб          Стоматолог            Нет              №590-477-471-73         Аспирантура         Низший            ул.Авангардская_д.11_к.4
78274       Медведев         Степан   Владимирович            +79906090505             09.03.1980        Мужчина                     Краснодар             7896_966714           43766846254         854512255395      80.000руб             Дантист           Есть              №683-448-977-62              Высшее        Средний            ул.Соколиная_д.10_к.39
87226        Алмазов         Андрей      Денисович            +79715227062             01.10.1981        Мужчина                          Сочи             0481_575805           34796609283         456419879094      65.000руб             Дантист           Есть              №614-304-366-65         Аспирантура         Низший            ул.Октябрьская_д.7_к.49
66619       Суворова         Анжела      Патаповна            +79866017797             10.08.1982        Женщина                   Екатерибург             4676_442626           42429828127         152773247854      60.000руб            Аналитик            Нет              №145-793-460-31              Высшее        Средний            ул.Зубовская_д.9_к.26
92524          Орлов    Пантелеймон      Федотович            +79397096584             05.11.1971        Мужчина                    Красноярск             0477_242223           70207160752         561971987469      15.000руб             Инженер           Есть              №646-589-906-93              Высшее        Средний            ул.Заводская_д.14_к.98
80781         Ларина          Лидия  Святославовна            +79877781701             06.09.1992        Женщина                    Новосибирс             6973_511402           93742321249         932893580800      65.000руб             Инженер           Есть              №503-290-752-45        Докторантура         Низший            ул.Пушкина_д.3_к.25
97055      Мельников         Андрей   Владимирович            +79334364169             25.12.1985        Мужчина                       Саратов             7875_672274           73347956678         648312727563      90.000руб         Программист           Есть              №542-146-519-52         Аспирантура         Высший            ул.Земельная_д.1_к.73
97733        Алмазов         Максим    Евдакимович            +79772371109             09.06.1985        Мужчина                          Сочи             7582_689321           64771225475         188975863677      20.000руб            Психолог           Есть              №928-682-473-82        Докторантура        Средний            ул.Садовая_д.15_к.89
86290        Чернова      Маргорита      Тарасовна            +79162251134             05.02.1984        Женщина                    Новосибирс             0373_899722           94922621302         167709515802      35.000руб         Разработчик            Нет              №709-284-589-17         Аспирантура         Низший            ул.Авиационная_д.16_к.55
64596        Голубев         Максим       Глебович            +79518436981             24.07.1974        Мужчина                     Волгоград             0373_190308           93165083386         697394983826        5000руб             Средний            Нет              №753-730-515-64        Докторантура        Средний            ул.Авиационная_д.16_к.37
55761     Плотникова          Ирина     Савельевна            +79849712370             05.04.1992        Женщина                        Казань             4085_984154           46316456912         396168981504      25.000руб             Дантист           Есть              №306-239-921-79         Аспирантура         Высший            ул.Кремлёвская_д.20_к.77
72950     Плотникова     Александра       Романова            +79614131877             07.08.1979        Женщина               Нижний Новгород             4573_655510           11439786080         935364360125      30.000руб         Программист            Нет              №382-652-241-40              Высшее        Средний            ул.Молостовых_д.18_к.46
77153     Золотарёва          Ольга    Спиридонова            +79172207754             17.11.1985        Женщина                          Сочи             4597_294128           57073720362         577868222474      80.000руб            Психолог           Есть              №112-765-672-59              Высшее         Низший            ул.Есенина_д.3_к.72
98055         Быкова       Виктория      Патаповна            +79207455071             28.05.1971        Женщина                Ростов-на-Дону             6986_508731           63412999927         117916107173      10.000руб          Стоматолог            Нет              №770-918-742-28         Аспирантура         Высший            ул.Заводская_д.16_к.99
72944        Козлова        Татьяна     Руслановна            +79235304791             16.05.1980        Женщина               Нижний Новгород             4575_425445           38008469101         771888445390      75.000руб             Средний            Нет              №496-439-983-49             Среднее        Средний            ул.Садовая_д.7_к.24
59878     Золотарёва        Наталья     Трофимовна            +79494257270             25.13.1993        Женщина               Нижний Новгород             0481_846859           95928478722         773001898427      45.000руб            Психолог           Есть              №171-226-126-65              Высшее         Низший            ул.Зубовская_д.3_к.24
55646       Сахарова      Екатерина     Савельевна            +79934569263             15.06.1976        Женщина                        Самара             6985_806965           54369189576         881037907843      25.000руб         Разработчик           Есть              №173-681-780-61        Докторантура        Средний            ул.Заречная_д.5_к.72
73344        Морозов         Максим  Александрович            +79812105682             15.06.1979        Мужчина                          Омск             0484_856565           34009149796         245900761418      95.000руб         Программист           Есть              №318-716-528-66              Высшее        Средний            ул.Авиационная_д.1_к.20
86281        Галкина      Маргорита      Тарасовна            +79985476528             28.09.1971        Женщина                   Владивосток             0396_395654           18198215121         810631347414      90.000руб           Ветеринар            Нет              №907-956-714-18         Аспирантура         Низший            ул.Автозаводская_д.2_к.15
94541        Морозов       Владимир     Алексеевич            +79616714070             26.07.1978        Мужчина                Ростов-на-Дону             6983_222124           37163785325         628980746110      90.000руб          Стоматолог           Есть              №175-686-127-12             Среднее         Низший            ул.Есенина_д.14_к.13
54734       Петушков        Алексей     Васильевич            +79511489518             06.09.1995        Мужчина                Ростов-на-Дону             0476_198499           71229559480         658495534832      80.000руб           Фармацевт           Есть              №672-119-584-65         Аспирантура         Высший            ул.Автозаводская_д.12_к.46
87060         Иванов         Виктор  Вячеславоваич            +79961798112             08.13.1993        Мужчина                        Тюмень             4690_392508           63427654792         169861792769      85.000руб         Разработчик            Нет              №496-292-880-71              Высшее        Средний            ул.Октябрьская_д.13_к.26
54252        Романов         Виктор       Добрынич            +79297187484             14.06.1971        Мужчина                Ростов-на-Дону             7892_598448           13899632806         534803496818      20.000руб             Средний           Есть              №411-523-838-19             Среднее        Средний            ул.Пушкина_д.20_к.43
70020         Быкова        Наталья     Степановна            +79764325078             02.09.1971        Женщина                       Саратов             0388_297375           52599311824         977128428197      20.000руб            Психолог            Нет              №723-355-871-20         Аспирантура         Низший            ул.Автозаводская_д.20_к.6
80174   Серебрянская     Александра    Спиридонова            +79727043217             15.13.1990        Женщина                     Краснодар             7888_306356           70314585282         729530935335      90.000руб             Инженер           Есть              №262-366-821-21        Докторантура         Низший            ул.Автозаводская_д.10_к.98
75500        Алмазов          Антон       Глебович            +79201385103             10.08.1984        Мужчина                           Уфа             4079_956512           62425999679         609671687531      70.000руб            Психолог           Есть              №466-924-647-16              Высшее         Низший            ул.Каширская_д.6_к.27
72992        Романов      Владислав  Владиславович            +79203816004             19.07.1986        Мужчина               Нижний Новгород             7582_131246           57438683903         384295988472      50.000руб       Администратор           Есть              №754-322-444-91              Высшее         Низший            ул.Заводская_д.4_к.86
74822        Соболев           Илья   Владимирович            +79377459621             06.10.1973        Мужчина                       Саратов             0491_221603           91529589490         750884301250      80.000руб            Аналитик           Есть              №311-566-976-72             Среднее        Средний            ул.Кремлёвская_д.11_к.42
86648        Козлова           Вера  Станиславовна            +79581558531             05.12.1991        Женщина               Нижний Новгород             0483_882368           13264256963         358565266641      40.000руб            Психолог           Есть              №735-546-168-88             Среднее         Высший            ул.Кремлёвская_д.1_к.25
89219       Воронина          София      Сергеевна            +79268663646             13.03.1975        Женщина                        Самара             4076_801962           85828120883         214167125470     100.000руб             Инженер            Нет              №679-534-751-59             Среднее         Низший            ул.Октябрьская_д.13_к.80
96806      Чеснокова        Евгения Сильвесторовна            +79949912876             01.09.1976        Женщина                Ростов-на-Дону             4689_982913           19561630131         288929784302      50.000руб             Инженер           Есть              №349-217-962-93             Среднее         Высший            ул.Каширская_д.7_к.38
67375       Цветаева        Наталья      Сергеевна            +79861442279             06.11.1971        Женщина                    Красноярск             0490_874375           59802557457         560365543321      15.000руб           Фармацевт           Есть              №570-108-710-52        Докторантура         Высший            ул.Молостовых_д.8_к.54
46558       Воронцов        Василий      Федотович            +79116094738             14.12.1975        Мужчина                    Новосибирс             7889_999302           82605830844         893248108218      10.000руб         Разработчик            Нет              №447-717-942-33        Докторантура         Низший            ул.Заводская_д.14_к.40
55505        Леонова          София    Спиридонова            +79542499881             21.13.1987        Женщина               Санкт-Петербург             7896_441946           87364366735         727938962985      15.000руб       Администратор           Есть              №277-567-507-39        Докторантура         Высший            ул.Авиационная_д.19_к.40
55322   Серебрянская        Татьяна     Руслановна            +79737707004             06.06.1972        Женщина                          Сочи             4691_255645           44393608553         918363608152      70.000руб           Фармацевт            Нет              №204-793-393-36              Высшее        Средний            ул.Авиационная_д.6_к.55
99492          Орлов         Степан     Аркадьевич            +79647873354             18.11.1970        Мужчина                   Владивосток             6983_393216           39471648375         377799649491      10.000руб             Инженер           Есть              №414-157-147-45         Аспирантура         Низший            ул.Есенина_д.18_к.64
60356     Плотникова          Софья       Романова            +79164792433             05.11.1973        Женщина                     Краснодар             7897_769910           76768811322         442958980258      45.000руб           Фармацевт            Нет              №617-567-129-87        Докторантура         Низший            ул.Молостовых_д.7_к.7
64318       Медведев         Степан     Богданович            +79729896889             04.08.1989        Мужчина                    Новосибирс             7573_628038           10712152397         334069473718      70.000руб            Аналитик            Нет              №971-577-107-58             Среднее         Высший            ул.Земельная_д.4_к.26
79886        Боброва      Екатерина     Руслановна            +79726772682             23.02.1986        Женщина                   Екатерибург             0387_417065           60854574377         761881804096      55.000руб         Разработчик            Нет              №778-646-276-80             Среднее        Средний            ул.Кремлёвская_д.15_к.42
57005        Романов           Илья     Алексеевич            +79477087021             02.09.1994        Мужчина                    Новосибирс             7879_473438           26389912087         545707989008      90.000руб             Инженер            Нет              №828-526-955-11         Аспирантура         Высший            ул.Молостовых_д.15_к.86
76177     Плотникова          Ольга    Спиридонова            +79455364919             05.06.1992        Женщина               Нижний Новгород             6975_406663           54363800350         476510586656      30.000руб             Дантист           Есть              №776-496-811-86              Высшее        Средний            ул.Есенина_д.4_к.28
69067  Воскресенская          София Сильвесторовна            +79843388042             08.10.1973        Женщина                       Воронеж             4085_102559           57928242324         808433619137        5000руб             Средний            Нет              №996-386-319-39             Среднее        Средний            ул.Арбатская_д.16_к.48
85392        Морозов          Артём      Федотович            +79542307868             19.10.1972        Мужчина                        Самара             7578_634744           70355411248         610322824487      70.000руб         Разработчик            Нет              №198-832-313-80              Высшее        Средний            ул.Садовая_д.17_к.36
69205         Волков        Николай      Филатович            +79907607398             02.11.1986        Мужчина                Ростов-на-Дону             7887_869230           31739718860         309025108958      30.000руб             Инженер            Нет              №273-722-193-37              Высшее         Низший            ул.Есенина_д.2_к.42
97459         Зайцев        Николай     Богданович            +79636341597             17.04.1971        Мужчина                       Саратов             0386_731245           60529280966         213594165379      80.000руб       Администратор           Есть              №802-265-763-88              Высшее         Низший            ул.Садовая_д.10_к.38
49159        Леонова          Лидия    Разумникова            +79697199079             10.05.1971        Женщина               Нижний Новгород             0477_222050           56479581062         258186542795      70.000руб                Врач           Есть              №337-506-596-24         Аспирантура         Низший            ул.Молостовых_д.17_к.99
50843         Волков           Илья    Григорьевич            +79741531902             05.10.1976        Мужчина                       Саратов             0488_170748           88265115141         596557420540      10.000руб          Стоматолог           Есть              №776-764-788-42             Среднее        Средний            ул.Садовая_д.20_к.38
81785       Бочкарёв         Максим       Добрынич            +79151170831             25.01.1985        Мужчина                          Омск             4093_727205           26099555247         767393612996      25.000руб         Программист           Есть              №461-904-749-79              Высшее        Средний            ул.Кремлёвская_д.4_к.96
61815        Чернова        Наталья       Романова            +79759046207             21.08.1991        Женщина                        Москва             7896_966301           83583680879         982655939711      30.000руб             Дантист           Есть              №264-546-477-28         Аспирантура        Средний            ул.Кремлёвская_д.10_к.91
60940       Цветаева      Екатерина       Павловна            +79844622706             23.07.1980        Женщина                     Волгоград             4092_364479           63038979154         699445148006      40.000руб             Средний           Есть              №236-647-835-73              Высшее        Средний            ул.Авиационная_д.3_к.49
77123       Архипова        Евгения     Радионовна            +79708650387             09.07.1985        Женщина                Ростов-на-Дону             6996_859295           67612101770         987920495174      70.000руб             Средний            Нет              №463-893-750-93        Докторантура         Низший            ул.Зубовская_д.7_к.34
57183       Суворова      Маргорита      Тарасовна            +79615608536             13.07.1975        Женщина                Ростов-на-Дону             4584_673341           46065022672         537777797460      80.000руб             Средний            Нет              №969-671-725-39         Аспирантура        Средний            ул.Можайская_д.14_к.45
