Номер        Фамилия            Имя       Отчество              Номер тел.              Дата рож.            Пол                         Город                 Паспорт                   ОМС                  ИНН          Доход           Профессия      Наличие кредитов                 СНИЛС         Образование       Соц. класс         Дети                    Адрес
75360        Соболев         Степан     Аркадьевич            +79986156752             01.06.1991        Мужчина                       Воронеж             4675_108480           58259372696         183585546211      35.000руб           Ветеринар           Есть              №554-697-901-12         Аспирантура        Средний           Есть            ул.Земельная_д.20_к.87
89031  Воскресенская          Софья      Тимуровна            +79411534261             01.03.1985        Женщина                        Москва             7585_253187           63906324540         593501701928      90.000руб       Администратор           Есть              №430-916-207-77         Аспирантура         Высший           Есть            ул.Автозаводская_д.9_к.57
50582        Ушакова        Татьяна      Тарасовна            +79146664873             08.07.1983        Женщина                Ростов-на-Дону             0474_679290           34774118872         489118832545      10.000руб             Средний            Нет              №397-915-889-36        Докторантура         Низший           Есть            ул.Есенина_д.10_к.80
75601   Серебрянская           Вера  Святославовна            +79323861365             20.02.1986        Женщина                     Волгоград             4089_819002           54524973375         557170602545      65.000руб                Врач           Есть              №866-760-595-81             Среднее         Высший           Есть            ул.Заводская_д.19_к.25
88025        Голубев          Фёдор  Владиславович            +79531961700             07.03.1975        Мужчина                   Екатерибург             0385_390690           17654298816         865273782995      25.000руб             Дантист            Нет              №440-233-767-56             Среднее         Высший            Нет            ул.Арбатская_д.3_к.92
75586        Галкина          Лидия     Прохоровна            +79544996040             27.08.1972        Женщина                        Тюмень             7583_406097           59556041205         833996634768      90.000руб       Администратор            Нет              №975-581-385-94         Аспирантура        Средний            Нет            ул.Арбатская_д.8_к.96
88850         Иванов           Олег     Аркадьевич            +79397769955             05.03.1981        Мужчина                     Краснодар             0382_545870           39066465120         342432630849      25.000руб         Программист           Есть              №446-580-785-99         Аспирантура         Высший            Нет            ул.Заречная_д.10_к.80
97559        Морозов          Артём   Владимирович            +79697406753             22.11.1996        Мужчина                           Уфа             7593_358752           65772648282         974640593149      80.000руб            Аналитик           Есть              №162-628-869-40         Аспирантура         Низший           Есть            ул.Авиационная_д.14_к.54
80638       Архипова        Татьяна      Тимуровна            +79172974022             14.01.1973        Женщина                       Саратов             4592_605412           54078533395         573014667815      70.000руб            Аналитик            Нет              №302-335-519-62              Высшее         Низший            Нет            ул.Молостовых_д.8_к.51
57664   Александрова          София      Тимуровна            +79994476495             12.07.1974        Женщина                       Саратов             4072_908474           99368737127         738839802393      30.000руб            Аналитик            Нет              №413-364-933-37              Высшее         Низший           Есть            ул.Октябрьская_д.6_к.12
99087    Виноградова          Лидия    Спиридонова            +79338511116             05.01.1987        Женщина                        Тюмень             7575_718103           73571268224         731267692802      40.000руб                Врач           Есть              №560-706-355-83             Среднее         Высший           Есть            ул.Пушкина_д.9_к.53
57260        Алмазов      Станислав  Владиславович            +79309260146             23.02.1971        Мужчина                   Екатерибург             7571_660641           15879640852         212908857865      65.000руб         Разработчик           Есть              №120-952-447-79         Аспирантура         Высший            Нет            ул.Заводская_д.6_к.25
52544         Зайцев         Сергей     Аркадьевич            +79583530259             25.04.1973        Мужчина                        Москва             4073_429475           45597571904         317742487932      50.000руб            Аналитик           Есть              №957-445-508-98        Докторантура        Средний           Есть            ул.Пушкина_д.7_к.99
49987        Голубев         Максим    Евдакимович            +79799379435             04.01.1970        Мужчина                     Краснодар             6975_785243           20772354229         552135163691      65.000руб           Фармацевт           Есть              №865-547-638-30         Аспирантура         Низший            Нет            ул.Арбатская_д.16_к.59
88075        Сидоров         Андрей      Филатович            +79808470868             02.05.1983        Мужчина                   Владивосток             0482_804537           79479720763         515087692634      10.000руб             Средний           Есть              №666-832-761-44             Среднее         Низший            Нет            ул.Соколиная_д.9_к.69
59422      Чеснокова        Евгения     Руслановна            +79147904403             01.08.1979        Женщина                          Сочи             7889_944605           90119434954         408123946252      10.000руб         Программист            Нет              №562-179-427-95             Среднее         Низший           Есть            ул.Кремлёвская_д.19_к.64
97334      Чеснокова      Маргорита  Севастьяновна            +79844945544             17.11.1997        Женщина                Ростов-на-Дону             0495_851719           11981467100         556159763178      10.000руб           Ветеринар           Есть              №557-476-361-65             Среднее         Низший           Есть            ул.Земельная_д.18_к.65
50886         Павлов         Степан     Викторович            +79731875156             04.04.1974        Мужчина               Нижний Новгород             0486_909768           51765317365         653780676736      95.000руб       Администратор            Нет              №809-313-909-72         Аспирантура        Средний           Есть            ул.Заречная_д.18_к.21
77640        Князева           Вера      Платонова            +79881524281             08.02.1981        Женщина                          Омск             4085_469789           92917101433         505049824339      55.000руб         Разработчик            Нет              №680-226-338-20         Аспирантура         Высший           Есть            ул.Соколиная_д.1_к.60
54736        Телегин           Илья Константинович            +79757935635             01.07.1981        Мужчина                        Тюмень             4080_233086           25004887101         173354639826      85.000руб          Стоматолог           Есть              №287-434-916-87             Среднее        Средний           Есть            ул.Заводская_д.19_к.43
55774      Богатырёв         Андрей     Викторович            +79173110339             19.12.1978        Мужчина                     Волгоград             7577_757137           13517548316         957376690135      20.000руб             Дантист           Есть              №930-598-630-35        Докторантура         Низший            Нет            ул.Каширская_д.12_к.64
86189       Воронина      Елизавета     Руслановна            +79983624301             06.08.1975        Женщина                   Екатерибург             4577_967042           77799925826         240292793953        5000руб             Средний            Нет              №319-827-793-32             Среднее        Средний            Нет            ул.Есенина_д.2_к.51
75028        Голубев        Алексей  Иннокентиевич            +79955848286             09.03.1985        Мужчина               Санкт-Петербург             4089_454437           44893868552         916095787627      55.000руб       Администратор            Нет              №196-202-827-61         Аспирантура        Средний           Есть            ул.Молостовых_д.1_к.68
52258         Громов          Антон     Евгеньевич            +79341030474             18.11.1978        Мужчина               Нижний Новгород             7593_996209           26491240668         744064695623        5000руб             Дантист           Есть              №818-190-652-84        Докторантура         Высший            Нет            ул.Молостовых_д.3_к.40
90411   Александрова         Анжела     Прохоровна            +79282151463             27.12.1986        Женщина                Ростов-на-Дону             0488_667440           16812195977         989053971612      10.000руб           Ветеринар            Нет              №527-678-652-28              Высшее         Высший            Нет            ул.Зубовская_д.13_к.15
99565     Золотарёва     Александра    Разумникова            +79424721273             26.13.1983        Женщина                    Новосибирс             0495_875306           88247817309         593577891352      85.000руб             Средний           Есть              №355-216-108-95        Докторантура         Низший            Нет            ул.Октябрьская_д.1_к.35
77057       Воронина           Вера    Спиридонова            +79909855754             03.13.1985        Женщина                       Воронеж             0488_655550           82988381425         808130790380      15.000руб         Разработчик            Нет              №217-967-777-51             Среднее         Низший           Есть            ул.Соколиная_д.18_к.42
52914        Князева          Софья  Станиславовна            +79628662818             11.02.1978        Женщина                        Москва             0388_632392           62855752132         169227275050      15.000руб         Разработчик           Есть              №724-685-705-61             Среднее        Средний            Нет            ул.Кремлёвская_д.2_к.4
77467        Телегин        Василий     Кириллович            +79771984134             14.10.1992        Мужчина               Нижний Новгород             4092_376856           61881866715         732637642852      80.000руб           Ветеринар            Нет              №937-156-562-32             Среднее         Высший            Нет            ул.Заречная_д.5_к.8
67891     Королькова      Анастасия      Семёновна            +79255534434             12.07.1996        Женщина                     Волгоград             7876_875589           28558110428         246281496663      65.000руб            Аналитик            Нет              №792-366-459-13         Аспирантура        Средний            Нет            ул.Заречная_д.11_к.52
60425     Золотарёва          София Сильвесторовна            +79188623545             12.09.1975        Женщина                    Красноярск             7588_564363           80301959077         663829886734      65.000руб             Дантист           Есть              №512-448-410-53              Высшее         Низший           Есть            ул.Авиационная_д.16_к.35
80182       Медведев         Михаил    Григорьевич            +79272785351             10.12.1975        Мужчина                Ростов-на-Дону             0385_929525           74338163433         105633815174      65.000руб       Администратор            Нет              №722-253-350-35             Среднее         Низший            Нет            ул.Пушкина_д.17_к.27
61979    Виноградова          София     Степановна            +79766068317             13.01.1975        Женщина                        Самара             4584_414524           10049835149         793792307248      40.000руб             Средний            Нет              №307-134-787-90         Аспирантура         Высший            Нет            ул.Арбатская_д.7_к.10
94888          Орлов           Егор    Евдакимович            +79714594258             07.12.1983        Мужчина                       Саратов             0471_473000           36513361084         210102936887      65.000руб                Врач           Есть              №693-341-207-22         Аспирантура         Высший            Нет            ул.Земельная_д.6_к.28
98570        Крылова        Евгения    Прокопьевна            +79591069948             24.13.1980        Женщина                    Новосибирс             0375_450751           77183663452         260887742304      80.000руб       Администратор           Есть              №299-849-720-18             Среднее        Средний           Есть            ул.Есенина_д.18_к.28
48470       Архипова          Мария     Прохоровна            +79995500176             08.03.1986        Женщина                   Владивосток             6991_788709           17674899178         908497146305      10.000руб       Администратор           Есть              №316-268-332-64              Высшее         Низший           Есть            ул.Кремлёвская_д.17_к.21
68155        Леонова      Маргорита  Севастьяновна            +79614408060             27.06.1973        Женщина                    Красноярск             0397_946367           68277788905         301046511331      40.000руб         Разработчик            Нет              №875-803-211-39         Аспирантура        Средний            Нет            ул.Заводская_д.9_к.80
58063    Виноградова      Елизавета     Степановна            +79822224656             12.07.1978        Женщина                     Краснодар             4592_680887           46478321538         872577941068      15.000руб            Психолог            Нет              №885-840-433-24              Высшее         Низший           Есть            ул.Соколиная_д.6_к.1
93813      Чеснокова      Маргорита      Тимуровна            +79745772990             04.12.1994        Женщина                       Воронеж             0473_372116           98052444121         130644648893        5000руб            Психолог            Нет              №668-512-296-35              Высшее         Высший            Нет            ул.Можайская_д.18_к.14
92256        Голубев         Никита    Евстафьевич            +79709077302             03.05.1977        Мужчина                    Новосибирс             4083_458918           83961853081         730492699147      50.000руб         Программист            Нет              №907-779-846-58              Высшее         Низший           Есть            ул.Молостовых_д.6_к.25
48696        Лебедев         Андрей    Евдакимович            +79134393438             03.01.1995        Мужчина                       Саратов             4671_453522           18161317661         668262365421      95.000руб             Средний            Нет              №654-294-924-28              Высшее         Высший           Есть            ул.Заречная_д.2_к.55
83532         Громов         Михаил     Викторович            +79216855215             16.10.1988        Мужчина                        Самара             4576_796245           23421457743         666088317818      65.000руб             Дантист            Нет              №889-799-344-40         Аспирантура         Высший            Нет            ул.Арбатская_д.8_к.86
95148  Воскресенская      Елизавета     Степановна            +79874785744             27.03.1996        Женщина                     Волгоград             0497_700838           41515366370         742257956924      25.000руб       Администратор            Нет              №781-792-315-97              Высшее        Средний            Нет            ул.Есенина_д.14_к.50
73611       Воронцов         Сергей     Васильевич            +79849309744             04.11.1970        Мужчина                    Новосибирс             7571_654717           44867652159         951064733420      25.000руб         Разработчик           Есть              №525-982-473-55        Докторантура        Средний            Нет            ул.Кремлёвская_д.2_к.56
97468       Суворова        Наталья      Тарасовна            +79792390062             08.06.1996        Женщина                    Новосибирс             6991_605685           54898490567         949803441810      45.000руб       Администратор           Есть              №397-474-123-75              Высшее         Низший            Нет            ул.Земельная_д.8_к.77
75157     Золотарёва      Екатерина      Платонова            +79259792407             06.04.1970        Женщина                          Омск             0391_942917           17342764007         958407735351      50.000руб          Стоматолог            Нет              №784-719-142-42              Высшее         Высший           Есть            ул.Есенина_д.9_к.93
49274         Иванов           Илья      Денисович            +79468903783             25.09.1994        Мужчина               Санкт-Петербург             7574_750647           36295908884         644912772628      65.000руб           Фармацевт            Нет              №868-766-789-67        Докторантура         Низший            Нет            ул.Заводская_д.4_к.55
64656         Громов           Олег    Евдакимович            +79464494332             17.03.1970        Мужчина                        Самара             6981_427320           54058479745         650637601500      60.000руб                Врач           Есть              №196-808-953-98        Докторантура         Низший           Есть            ул.Авиационная_д.13_к.74
91805        Сидоров          Антон      Федотович            +79874096953             08.09.1993        Мужчина               Санкт-Петербург             6992_560176           72888836889         711486253677      70.000руб           Фармацевт            Нет              №979-994-497-46             Среднее         Высший           Есть            ул.Октябрьская_д.18_к.23
75512     Золотарёва       Виктория      Сергеевна            +79808985150             06.11.1986        Женщина                        Тюмень             4695_217060           87587495369         349782285833      50.000руб            Аналитик           Есть              №278-241-581-63         Аспирантура         Низший            Нет            ул.Соколиная_д.17_к.78
68362        Галкина           Вера  Севастьяновна            +79104102136             04.12.1975        Женщина                     Краснодар             4597_117788           35172168709         749200959495      80.000руб             Средний           Есть              №648-537-698-14        Докторантура         Высший           Есть            ул.Пушкина_д.8_к.12
78769        Телегин         Андрей     Богданович            +79789325690             15.04.1989        Мужчина                           Уфа             7587_555988           92098214041         999405258325      70.000руб          Стоматолог            Нет              №157-616-366-54         Аспирантура         Высший           Есть            ул.Октябрьская_д.10_к.82
68791      Чеснокова          София     Радионовна            +79983031103             25.10.1990        Женщина                           Уфа             7593_227900           29528023629         617958673522      55.000руб             Средний           Есть              №595-343-882-85              Высшее         Низший           Есть            ул.Молостовых_д.9_к.1
58824       Бочкарёв           Егор    Ярославович            +79621514351             05.02.1972        Мужчина                        Самара             7590_761178           66219702071         962444217026      70.000руб                Врач           Есть              №144-955-327-13         Аспирантура        Средний            Нет            ул.Есенина_д.14_к.44
56830        Соболев       Владимир      Денисович            +79521779826             05.07.1975        Мужчина                        Самара             4683_283785           51857154934         839615852417      55.000руб       Администратор           Есть              №709-289-749-92              Высшее         Высший            Нет            ул.Пушкина_д.14_к.24
65095         Волков         Степан  Вячеславоваич            +79597911994             09.05.1984        Мужчина                Ростов-на-Дону             4689_922498           51393125166         154001853188      35.000руб            Психолог           Есть              №638-855-167-11        Докторантура         Высший            Нет            ул.Авангардская_д.1_к.80
69503         Павлов        Алексей      Федотович            +79886491781             27.06.1971        Мужчина                   Екатерибург             4084_390090           56133994015         565590988685      75.000руб             Инженер            Нет              №493-713-404-76              Высшее         Высший            Нет            ул.Зубовская_д.4_к.39
76916        Леонова        Валерия  Станиславовна            +79517974589             26.08.1988        Женщина                Ростов-на-Дону             6991_584509           54336946037         330622438738      85.000руб         Разработчик            Нет              №804-262-785-42             Среднее         Высший           Есть            ул.Молостовых_д.20_к.96
84076        Галкина        Валерия  Станиславовна            +79233214535             04.01.1993        Женщина                        Самара             4686_249668           97843394046         142454654182     100.000руб           Фармацевт           Есть              №986-584-658-52              Высшее        Средний            Нет            ул.Земельная_д.5_к.26
62178        Галкина          София  Станиславовна            +79243378720             07.11.1997        Женщина                          Сочи             0377_250907           74805889271         446455314292      95.000руб         Программист           Есть              №157-489-266-67         Аспирантура         Высший            Нет            ул.Молостовых_д.7_к.69
64786        Чернова      Екатерина     Степановна            +79279433908             01.04.1973        Женщина                     Волгоград             6979_619400           68067531116         717180281929      70.000руб             Средний            Нет              №615-210-896-15         Аспирантура         Низший            Нет            ул.Арбатская_д.8_к.85
50141         Ларина      Анастасия    Прокопьевна            +79477338116             16.02.1984        Женщина               Санкт-Петербург             7571_156680           73257102174         926886902748      35.000руб           Фармацевт            Нет              №445-296-720-27             Среднее        Средний           Есть            ул.Пушкина_д.16_к.16
91368         Быкова          Ольга     Степановна            +79362176230             12.05.1970        Женщина                          Омск             4073_156128           89759244462         741796253874      25.000руб         Программист            Нет              №995-188-750-24             Среднее         Низший            Нет            ул.Заводская_д.4_к.48
83991      Богатырёв           Олег      Андреевич            +79494663928             08.11.1973        Мужчина                    Новосибирс             4592_905380           46221397819         931952179650      55.000руб         Разработчик            Нет              №864-100-366-31        Докторантура        Средний            Нет            ул.Есенина_д.15_к.46
61696        Соболев        Василий  Вячеславоваич            +79302659538             13.05.1978        Мужчина                        Москва             0372_843573           47134660401         475590673770      25.000руб         Программист            Нет              №474-204-805-55         Аспирантура        Средний           Есть            ул.Есенина_д.8_к.60
76099        Сидоров           Илья      Федотович            +79157876498             08.11.1990        Мужчина                        Самара             4091_974923           55008158799         992396286247      60.000руб           Фармацевт            Нет              №813-335-194-16        Докторантура         Низший            Нет            ул.Земельная_д.19_к.93
64720   Александрова        Наталья       Романова            +79593575935             19.07.1991        Женщина                          Сочи             0371_525985           37507079653         121618843547      25.000руб           Фармацевт            Нет              №741-832-407-18              Высшее         Низший           Есть            ул.Есенина_д.10_к.12
63114        Алмазов         Никита   Владимирович            +79973618100             12.09.1973        Мужчина                    Новосибирс             4576_928044           76368609765         909165374583      50.000руб             Средний            Нет              №755-916-202-61        Докторантура        Средний           Есть            ул.Авангардская_д.1_к.25
58751         Зайцев      Станислав  Иннокентиевич            +79155815629             06.02.1996        Мужчина                Ростов-на-Дону             0391_149744           10412848802         239070778110      50.000руб             Дантист            Нет              №113-273-315-96             Среднее        Средний           Есть            ул.Есенина_д.2_к.16
92467        Сидоров           Егор    Евдакимович            +79296187307             16.03.1977        Мужчина                     Краснодар             6989_288749           21982139028         255517856456     100.000руб         Разработчик           Есть              №265-546-573-72        Докторантура         Высший            Нет            ул.Садовая_д.6_к.97
82380        Крылова          Лидия  Святославовна            +79724855643             24.12.1986        Женщина               Нижний Новгород             4087_565440           69465078281         709538138635      40.000руб          Стоматолог           Есть              №158-800-173-39             Среднее         Низший           Есть            ул.Заводская_д.18_к.6
54198       Медведев          Фёдор     Богданович            +79748510141             13.09.1986        Мужчина                           Уфа             0473_823323           85776479596         614351501471     100.000руб           Ветеринар            Нет              №300-861-819-38             Среднее         Высший           Есть            ул.Пушкина_д.10_к.13
49371        Боброва      Анастасия    Спиридонова            +79481685392             03.05.1985        Женщина                     Волгоград             7582_449900           61981313414         831096536110      95.000руб       Администратор            Нет              №554-844-881-59              Высшее         Высший            Нет            ул.Арбатская_д.19_к.62
65477       Архипова          Дарья    Спиридонова            +79997348479             23.07.1977        Женщина                          Сочи             0396_676302           88256212095         835246231493      80.000руб          Стоматолог           Есть              №772-204-690-53         Аспирантура         Высший           Есть            ул.Соколиная_д.8_к.40
91976     Королькова        Татьяна      Патаповна            +79234771583             28.07.1971        Женщина                        Тюмень             4697_151763           54142179625         940193421750      15.000руб           Фармацевт            Нет              №376-836-981-41         Аспирантура         Высший            Нет            ул.Пушкина_д.17_к.92
73345       Сахарова          Ольга  Севастьяновна            +79127941588             15.01.1994        Женщина                        Тюмень             7572_319232           59166049118         398339992020      45.000руб         Разработчик           Есть              №565-366-264-84              Высшее         Высший            Нет            ул.Зубовская_д.10_к.79
77157        Чернова          Ольга  Станиславовна            +79608465679             06.08.1982        Женщина                           Уфа             4093_690698           68467611757         812834793355     100.000руб         Разработчик           Есть              №490-246-630-73        Докторантура         Высший           Есть            ул.Арбатская_д.15_к.1
67059        Соболев       Владимир    Григорьевич            +79343875691             04.06.1979        Мужчина                        Тюмень             0392_699902           20667394383         625039537264      15.000руб            Аналитик            Нет              №845-143-286-45        Докторантура         Высший            Нет            ул.Кремлёвская_д.17_к.62
57932         Павлов         Степан  Иннокентиевич            +79452849805             22.11.1982        Мужчина                        Казань             4093_485021           47972680334         368526355840      45.000руб         Программист           Есть              №546-135-716-46         Аспирантура        Средний           Есть            ул.Авангардская_д.1_к.72
94837       Медведев           Егор   Владимирович            +79913230847             15.09.1991        Мужчина                          Сочи             0492_727544           83669697157         676279424637      90.000руб          Стоматолог           Есть              №442-566-770-66        Докторантура         Низший            Нет            ул.Арбатская_д.4_к.27
89030    Виноградова          Ирина    Спиридонова            +79349395815             28.12.1979        Женщина                          Омск             7884_188383           39346998407         182019534539      75.000руб       Администратор            Нет              №417-402-142-54             Среднее         Низший            Нет            ул.Есенина_д.18_к.89
76832         Зайцев         Степан    Ярославович            +79682433484             09.02.1973        Мужчина                    Новосибирс             6995_747164           47825805107         181295125583        5000руб           Фармацевт           Есть              №784-888-781-90        Докторантура         Высший           Есть            ул.Заводская_д.1_к.93
66225        Соболев           Егор  Владиславович            +79308005678             04.04.1990        Мужчина                       Воронеж             0471_813240           52136924147         634600342087      30.000руб             Дантист            Нет              №915-971-563-91             Среднее         Низший           Есть            ул.Заводская_д.20_к.85
69778        Чернова      Анастасия      Платонова            +79762355523             13.04.1988        Женщина                       Саратов             4582_267766           63242819344         726752929186      30.000руб             Средний            Нет              №428-954-318-58        Докторантура         Низший           Есть            ул.Земельная_д.1_к.99
65313         Павлов          Фёдор  Владиславович            +79128181645             09.05.1978        Мужчина                    Красноярск             7590_695914           11907029274         332866197075      70.000руб       Администратор           Есть              №815-128-757-70        Докторантура         Высший           Есть            ул.Октябрьская_д.9_к.74
47443       Воронцов         Виктор   Владимирович            +79942521860             02.02.1986        Мужчина                        Самара             4089_889720           94682372329         497159236503      75.000руб         Разработчик           Есть              №753-404-430-25              Высшее         Высший           Есть            ул.Октябрьская_д.8_к.69
78912          Орлов    Пантелеймон     Викторович            +79783921268             19.11.1993        Мужчина               Санкт-Петербург             7891_108318           25388219972         201797828295      50.000руб             Инженер           Есть              №250-392-888-79             Среднее        Средний            Нет            ул.Есенина_д.20_к.60
67881        Боброва        Евгения  Станиславовна            +79948890972             23.13.1974        Женщина                     Краснодар             4595_823733           10094517944         814172429486      25.000руб          Стоматолог           Есть              №994-108-697-72         Аспирантура         Высший           Есть            ул.Кремлёвская_д.8_к.77
66631        Алмазов        Николай  Иннокентиевич            +79902778860             03.07.1974        Мужчина                          Омск             7888_687230           88884607238         460382921162     100.000руб          Стоматолог            Нет              №153-334-700-18              Высшее         Низший           Есть            ул.Авиационная_д.9_к.88
49340        Лебедев         Никита  Вячеславоваич            +79523319334             04.04.1984        Мужчина                     Волгоград             7573_807602           30564832155         843611305598      40.000руб            Психолог            Нет              №988-476-764-42             Среднее         Низший            Нет            ул.Заречная_д.1_к.43
85002     Королькова        Татьяна     Прохоровна            +79596324798             03.01.1970        Женщина                Ростов-на-Дону             6978_894339           70482913347         861072945157      10.000руб          Стоматолог            Нет              №219-853-232-52         Аспирантура         Высший            Нет            ул.Авангардская_д.4_к.88
54222        Морозов         Михаил    Евстафьевич            +79692322462             28.10.1996        Мужчина                        Казань             6983_114431           56142993159         445025199543      55.000руб             Средний            Нет              №363-553-947-74        Докторантура         Низший            Нет            ул.Заводская_д.19_к.69
76864        Телегин           Илья       Добрынич            +79146476510             10.02.1988        Мужчина                Ростов-на-Дону             4083_650004           39615839115         727312146920        5000руб       Администратор            Нет              №402-572-349-44             Среднее         Высший           Есть            ул.Земельная_д.20_к.94
94913         Зайцев    Пантелеймон     Богданович            +79755026366             15.08.1981        Мужчина                   Владивосток             6971_370560           87701780583         933748164015      60.000руб           Фармацевт           Есть              №531-134-502-79        Докторантура         Низший            Нет            ул.Заречная_д.6_к.61
59937  Воскресенская          Софья      Патаповна            +79353648198             11.03.1974        Женщина                   Екатерибург             0378_696119           83729765271         716383163018        5000руб             Средний           Есть              №901-216-424-93        Докторантура         Высший            Нет            ул.Садовая_д.4_к.18
65561        Сидоров        Василий    Евдакимович            +79878207921             17.05.1977        Мужчина                   Екатерибург             4080_648561           84634512578         713925178994        5000руб             Дантист           Есть              №148-795-229-94        Докторантура        Средний           Есть            ул.Пушкина_д.8_к.37
94125     Плотникова          Мария     Степановна            +79491018036             02.08.1983        Женщина                    Красноярск             7571_409946           25141270207         356307746503      65.000руб             Дантист            Нет              №648-952-587-33         Аспирантура         Высший           Есть            ул.Пушкина_д.13_к.53
99578        Князева       Виктория  Станиславовна            +79581029868             05.03.1976        Женщина               Нижний Новгород             7595_333033           43232763376         473270681301      35.000руб       Администратор            Нет              №923-565-508-69        Докторантура        Средний           Есть            ул.Автозаводская_д.15_к.56
